x,y,boundary_type,cluster_id
9.521453,14.873514,Sentence,2
11.080875,7.006755,Sentence,1
8.661758,14.375711,Sentence,2
8.072183,13.98922,Sentence,2
10.568281,7.5748234,Sentence,1
9.746518,14.380398,Sentence,0
11.423308,11.6296215,Sentence,1
8.199117,9.582328,Sentence,0
9.789699,8.337589,Sentence,1
8.891087,11.95956,Sentence,1
12.063965,10.504902,Sentence,3
8.002294,8.707519,Sentence,1
8.331498,11.619008,Sentence,0
7.6546674,14.18282,Sentence,2
7.9402137,13.943888,Sentence,2
7.714545,12.6538725,Sentence,0
7.4583955,9.800157,Sentence,0
11.644889,14.213319,Sentence,3
7.8975697,12.889677,Sentence,2
9.378181,14.432218,Sentence,2
10.231145,14.932109,Sentence,2
12.083268,10.699882,Sentence,3
7.587667,13.528454,Sentence,2
10.7277355,13.528281,Sentence,3
7.319254,14.11667,Sentence,2
7.2535343,12.822631,Sentence,0
8.950635,12.954018,Sentence,2
8.594288,13.209604,Sentence,2
8.668773,13.77796,Sentence,2
7.970244,13.415737,Sentence,2
11.638954,12.420094,Sentence,3
7.3728213,10.942835,Sentence,0
9.02038,11.144564,Sentence,1
7.633204,8.530616,Sentence,1
8.431889,8.31364,Sentence,0
7.908072,13.2883625,Sentence,0
12.454922,11.693045,Sentence,3
8.008829,14.093833,Sentence,2
13.555683,-2.9264543,Sentence,3
7.824688,8.175778,Sentence,1
11.334402,10.497274,Sentence,1
10.952316,8.50482,Sentence,1
11.895668,11.655918,Sentence,3
9.187273,14.481956,Sentence,2
10.768989,13.644613,Sentence,3
11.682007,7.991994,Sentence,1
8.210238,13.379543,Sentence,2
10.293529,11.973642,Sentence,1
11.519174,12.462121,Sentence,3
7.401621,14.353133,Sentence,2
9.286551,11.931274,Sentence,2
7.448099,11.510827,Sentence,0
9.252914,12.4749,Sentence,2
7.6017656,8.554364,Sentence,1
7.5773315,10.1867485,Sentence,0
14.528586,8.039991,Sentence,1
9.11269,11.653815,Sentence,0
8.627045,11.488253,Sentence,0
8.528058,12.79743,Sentence,1
9.06254,12.7171335,Sentence,2
10.054386,8.291733,Sentence,1
7.976659,10.39295,Sentence,1
7.4636626,12.317006,Sentence,0
11.816808,10.721427,Sentence,3
11.939603,11.159301,Sentence,1
8.784076,10.571701,Sentence,1
10.406678,10.541365,Sentence,3
9.156532,14.210139,Sentence,2
10.584028,13.473585,Sentence,3
8.540272,13.932621,Sentence,2
6.9312944,13.833755,Sentence,2
7.6892242,11.581994,Sentence,0
7.8556104,14.081837,Sentence,2
7.4167247,12.72161,Sentence,0
8.724642,13.241121,Sentence,2
9.20027,14.037589,Sentence,2
9.873452,11.5736885,Sentence,1
7.5875497,13.994826,Sentence,2
8.214942,12.550425,Sentence,0
11.470505,12.984378,Sentence,3
10.482698,9.222088,Sentence,1
11.365109,11.185553,Sentence,1
9.449412,14.787373,Sentence,2
7.497731,13.230707,Sentence,2
11.574825,11.336782,Sentence,1
10.091808,13.449522,Sentence,2
11.007924,7.326393,Sentence,1
8.522375,12.103593,Sentence,0
12.400177,10.319566,Sentence,3
8.814345,12.100644,Sentence,1
8.476758,11.069771,Sentence,1
6.6022897,8.363999,Sentence,1
8.5552225,14.501565,Sentence,2
7.964657,14.374694,Sentence,2
7.6472983,9.246015,Sentence,1
10.288627,11.288259,Sentence,3
6.82085,13.658925,Sentence,1
7.585166,11.776433,Sentence,0
12.312274,10.470594,Sentence,3
7.8717117,13.036633,Sentence,0
