book_name,sentence_id,pa_cluster,sa_dominant_cluster,sa_cluster_diversity,sa_phrase_count
자치통감강목3,2353,8,0,2,2
자치통감강목3,2379,8,0,3,5
자치통감강목3,2386,8,0,1,3
자치통감강목3,2391,8,0,1,7
자치통감강목3,2394,8,0,1,3
자치통감강목3,2395,8,0,1,8
자치통감강목3,2570,8,0,1,1
자치통감강목3,2571,8,8,3,3
자치통감강목3,2572,8,0,1,2
자치통감강목3,2573,8,0,1,2
자치통감강목3,2575,8,0,2,2
자치통감강목3,2579,8,0,1,1
자치통감강목3,2580,8,0,1,1
자치통감강목3,2582,8,3,1,1
자치통감강목3,2697,8,0,2,2
자치통감강목3,2698,8,3,3,5
자치통감강목3,2699,8,0,2,3
자치통감강목3,2700,8,0,1,9
자치통감강목3,2706,8,0,1,2
자치통감강목3,2707,8,0,1,3
자치통감강목3,2708,8,0,3,9
자치통감강목3,2709,8,0,2,6
자치통감강목3,2710,8,0,1,3
자치통감강목3,2711,8,13,3,5
자치통감강목3,2712,8,13,3,5
자치통감강목3,2717,8,0,1,1
자치통감강목3,2718,8,0,1,1
자치통감강목3,2721,8,7,1,2
자치통감강목3,2722,8,0,1,2
자치통감강목3,2729,8,1,1,1
자치통감강목3,2730,8,0,1,5
자치통감강목3,2733,8,0,1,3
자치통감강목3,2735,8,0,1,2
자치통감강목3,2736,8,0,2,6
자치통감강목3,2748,8,0,2,8
자치통감강목3,2749,8,0,1,3
자치통감강목3,2750,8,0,2,9
자치통감강목3,2751,8,0,1,2
자치통감강목3,2752,8,0,2,6
자치통감강목3,2753,8,0,1,5
자치통감강목3,2754,8,0,1,4
자치통감강목3,2757,8,12,1,1
자치통감강목3,2759,8,7,1,2
자치통감강목3,2760,8,0,1,2
자치통감강목3,2761,8,0,1,3
자치통감강목3,2777,8,0,1,3
자치통감강목3,2778,8,0,2,5
자치통감강목3,2781,8,3,3,5
자치통감강목3,2792,8,0,2,6
자치통감강목3,2793,8,0,2,8
자치통감강목3,2794,8,0,3,7
자치통감강목3,2795,8,0,2,7
자치통감강목3,2796,8,0,2,7
자치통감강목3,2797,8,0,3,7
자치통감강목3,2798,8,8,1,1
자치통감강목3,2813,8,8,2,3
자치통감강목3,2814,8,0,2,9
자치통감강목3,2815,8,0,1,6
자치통감강목3,2816,8,0,3,11
자치통감강목3,2822,8,0,2,5
자치통감강목3,2826,8,0,2,6
자치통감강목3,2827,8,0,1,3
자치통감강목3,2886,8,1,1,1
자치통감강목3,2887,8,0,1,2
자치통감강목3,2912,8,0,1,1
자치통감강목3,2930,8,0,3,6
자치통감강목3,2931,8,0,2,2
자치통감강목3,3017,8,0,1,3
자치통감강목3,3020,8,0,1,7
자치통감강목3,3143,8,0,2,2
자치통감강목3,3144,8,0,2,2
자치통감강목3,3147,8,0,2,4
자치통감강목3,3149,8,0,2,5
자치통감강목3,3180,8,0,1,4
자치통감강목3,3272,8,0,2,4
자치통감강목3,3283,8,0,1,1
자치통감강목3,3289,8,0,1,4
자치통감강목3,3394,8,0,2,3
자치통감강목3,3395,8,2,1,1
자치통감강목3,3396,8,0,1,6
자치통감강목3,3428,8,0,2,6
자치통감강목3,3465,8,0,1,1
자치통감강목3,3686,8,0,1,3
자치통감강목3,3687,8,0,3,5
자치통감강목3,3690,8,15,2,3
자치통감강목3,3774,8,0,1,1
자치통감강목3,3788,8,0,2,4
자치통감강목3,3789,8,0,1,2
자치통감강목3,3790,8,0,2,3
자치통감강목3,3811,8,0,2,5
자치통감강목3,3813,8,0,1,3
자치통감강목3,3819,8,0,2,4
자치통감강목3,3822,8,0,1,5
자치통감강목3,4027,8,0,1,8
자치통감강목4,84,8,0,1,1
자치통감강목4,85,8,2,1,1
자치통감강목4,132,8,14,1,2
자치통감강목4,133,8,0,1,2
자치통감강목4,136,8,0,1,4
자치통감강목4,137,8,2,2,4
자치통감강목4,138,8,0,1,2
자치통감강목4,159,8,7,1,2
자치통감강목4,160,8,0,1,1
자치통감강목4,214,8,0,2,2
자치통감강목4,229,8,0,3,3
자치통감강목4,230,8,0,2,3
자치통감강목4,237,8,0,2,3
자치통감강목4,241,8,0,2,4
자치통감강목4,242,8,0,2,6
자치통감강목4,243,8,2,4,6
자치통감강목4,244,8,0,2,4
자치통감강목4,245,8,0,3,8
자치통감강목4,246,8,0,2,3
자치통감강목4,247,8,0,1,3
자치통감강목4,265,8,5,3,4
자치통감강목4,266,8,0,2,5
자치통감강목4,267,8,0,3,8
자치통감강목4,274,8,0,2,2
자치통감강목4,276,8,0,2,2
자치통감강목4,277,8,0,1,1
자치통감강목4,308,8,0,1,4
자치통감강목4,309,8,2,1,2
자치통감강목4,310,8,0,2,2
자치통감강목4,311,8,0,1,2
자치통감강목4,423,8,2,1,1
자치통감강목4,425,8,0,2,3
자치통감강목4,426,8,0,1,3
자치통감강목4,431,8,0,1,1
자치통감강목4,470,8,0,1,6
자치통감강목4,471,8,0,3,7
자치통감강목4,492,8,10,2,2
자치통감강목4,493,8,0,2,3
자치통감강목4,497,8,0,1,4
자치통감강목4,507,8,0,1,2
자치통감강목4,647,8,0,1,1
자치통감강목4,737,8,0,1,6
자치통감강목4,745,8,3,1,1
자치통감강목4,757,8,0,3,7
자치통감강목4,817,8,6,1,1
자치통감강목4,820,8,0,1,4
자치통감강목4,866,8,0,1,1
자치통감강목4,868,8,0,2,6
자치통감강목4,884,8,0,1,1
자치통감강목4,885,8,0,2,3
자치통감강목4,886,8,0,1,1
자치통감강목4,887,8,0,2,5
자치통감강목4,896,8,0,2,2
자치통감강목4,909,8,0,1,4
자치통감강목4,947,8,0,1,3
자치통감강목4,1024,8,0,1,5
자치통감강목4,1025,8,3,2,3
자치통감강목4,1100,8,13,2,3
자치통감강목4,1101,8,0,2,4
자치통감강목4,1102,8,13,3,4
자치통감강목4,1104,8,0,1,2
자치통감강목4,1105,8,0,1,5
자치통감강목4,1106,8,9,1,1
자치통감강목4,1107,8,2,1,2
자치통감강목4,1222,8,0,1,3
자치통감강목4,1223,8,0,1,2
자치통감강목4,1312,8,0,1,2
자치통감강목4,1331,8,0,2,4
자치통감강목4,1332,8,0,1,3
자치통감강목4,1405,8,0,1,1
자치통감강목4,1406,8,0,2,4
자치통감강목4,1418,8,0,1,4
자치통감강목4,1419,8,0,1,6
자치통감강목4,1420,8,0,4,8
자치통감강목4,1460,8,0,2,6
자치통감강목4,1461,8,3,2,4
자치통감강목4,1464,8,0,3,3
자치통감강목4,1483,8,0,1,1
자치통감강목4,1484,8,0,2,2
자치통감강목4,1485,8,9,3,4
자치통감강목4,1496,8,0,2,3
자치통감강목4,1520,8,1,1,1
자치통감강목4,1521,8,11,1,1
자치통감강목4,1529,8,0,1,1
자치통감강목4,1534,8,0,1,4
자치통감강목4,1535,8,0,2,3
자치통감강목4,1587,8,0,3,3
자치통감강목4,1602,8,0,1,1
자치통감강목4,1628,8,0,1,4
자치통감강목4,1637,8,0,2,9
자치통감강목4,1638,8,0,1,1
자치통감강목4,1639,8,0,2,5
자치통감강목4,1648,8,0,1,3
자치통감강목4,1650,8,0,1,1
자치통감강목4,1812,8,0,2,5
자치통감강목4,1860,8,0,2,4
자치통감강목4,1911,8,0,2,4
자치통감강목4,1912,8,0,2,3
자치통감강목4,1914,8,0,1,1
자치통감강목4,2040,8,0,1,1
자치통감강목4,2081,8,0,1,4
자치통감강목4,2082,8,0,1,6
자치통감강목4,2083,8,0,1,2
자치통감강목4,2121,8,0,1,3
자치통감강목4,2218,8,0,1,5
자치통감강목4,2219,8,0,1,6
자치통감강목4,2233,8,0,1,3
자치통감강목4,2234,8,0,1,3
자치통감강목4,2330,8,0,1,6
자치통감강목4,2370,8,0,1,5
자치통감강목4,2388,8,5,3,5
자치통감강목4,2425,8,0,2,4
자치통감강목4,2426,8,0,1,6
자치통감강목4,2427,8,0,2,9
자치통감강목4,2633,8,0,1,3
자치통감강목4,2635,8,0,1,3
자치통감강목4,2636,8,0,2,4
자치통감강목4,2665,8,0,2,7
자치통감강목4,2666,8,0,2,7
자치통감강목4,2669,8,0,1,2
자치통감강목4,2738,8,0,2,9
자치통감강목4,2740,8,0,3,6
자치통감강목4,2784,8,0,1,1
자치통감강목4,2785,8,0,1,3
자치통감강목4,2792,8,0,1,1
자치통감강목4,2812,8,0,2,3
자치통감강목4,2813,8,0,1,3
자치통감강목4,2814,8,0,2,2
자치통감강목4,2815,8,0,3,7
자치통감강목4,2819,8,0,1,2
자치통감강목4,2824,8,12,1,1
자치통감강목4,2826,8,0,1,1
자치통감강목4,2831,8,0,1,1
자치통감강목4,2835,8,0,1,2
자치통감강목4,2840,8,0,1,2
자치통감강목4,2843,8,3,1,1
자치통감강목4,2844,8,0,2,9
자치통감강목4,2847,8,0,2,8
자치통감강목4,2848,8,0,1,6
자치통감강목4,2855,8,0,2,6
자치통감강목4,2856,8,15,3,4
자치통감강목4,2857,8,13,2,3
자치통감강목4,2861,8,0,1,2
자치통감강목4,2881,8,0,1,2
자치통감강목4,2882,8,0,2,3
자치통감강목4,3128,8,0,2,4
자치통감강목4,3136,8,15,1,2
자치통감강목4,3137,8,0,1,3
자치통감강목4,3251,8,0,1,2
자치통감강목4,3252,8,0,2,4
자치통감강목4,3253,8,0,1,2
자치통감강목4,3254,8,0,2,5
자치통감강목4,3255,8,0,1,3
자치통감강목4,3256,8,0,1,4
자치통감강목4,3257,8,0,2,4
자치통감강목4,3260,8,0,2,6
자치통감강목4,3261,8,0,2,2
자치통감강목4,3264,8,0,1,1
자치통감강목4,3279,8,0,2,6
자치통감강목4,3371,8,0,2,4
자치통감강목4,3460,8,0,2,10
자치통감강목4,3490,8,0,1,2
자치통감강목4,3503,8,0,1,1
자치통감강목4,3590,8,0,2,9
자치통감강목4,3593,8,1,1,1
자치통감강목4,3754,8,11,2,4
자치통감강목4,3813,8,0,1,4
자치통감강목4,3827,8,0,2,4
자치통감강목4,3864,8,0,1,2
자치통감강목4,3866,8,0,1,5
자치통감강목5,91,8,0,1,3
자치통감강목5,135,8,0,1,1
자치통감강목5,143,8,3,2,4
자치통감강목5,144,8,5,2,4
자치통감강목5,330,8,0,1,1
자치통감강목5,331,8,0,3,4
자치통감강목5,332,8,0,2,3
자치통감강목5,339,8,0,2,2
자치통감강목5,365,8,0,2,2
자치통감강목5,380,8,9,3,5
자치통감강목5,381,8,0,3,6
자치통감강목5,392,8,0,1,1
자치통감강목5,393,8,0,4,7
자치통감강목5,401,8,0,2,5
자치통감강목5,402,8,0,2,9
자치통감강목5,499,8,0,1,5
자치통감강목5,506,8,0,2,2
자치통감강목5,528,8,0,2,6
자치통감강목5,619,8,0,2,5
자치통감강목5,689,8,0,2,6
자치통감강목5,690,8,0,1,2
자치통감강목5,703,8,0,3,6
자치통감강목5,709,8,0,4,9
자치통감강목5,712,8,0,2,6
자치통감강목5,713,8,0,1,3
자치통감강목5,830,8,0,1,2
자치통감강목5,839,8,0,1,4
자치통감강목5,840,8,0,2,2
자치통감강목5,898,8,0,1,1
자치통감강목5,899,8,0,1,2
자치통감강목5,900,8,0,2,6
자치통감강목5,901,8,2,1,1
자치통감강목5,904,8,13,1,6
자치통감강목5,1003,8,0,2,6
자치통감강목5,1055,8,0,2,6
자치통감강목5,1059,8,0,2,8
자치통감강목5,1060,8,13,1,1
자치통감강목5,1064,8,13,1,1
자치통감강목5,1065,8,3,2,8
자치통감강목5,1067,8,0,2,2
자치통감강목5,1100,8,0,1,6
자치통감강목5,1101,8,0,1,2
자치통감강목5,1102,8,3,2,3
자치통감강목5,1115,8,0,2,3
자치통감강목5,1116,8,0,2,3
자치통감강목5,1117,8,0,1,1
자치통감강목5,1118,8,0,2,7
자치통감강목5,1119,8,8,1,1
자치통감강목5,1121,8,0,1,1
자치통감강목5,1128,8,0,1,2
자치통감강목5,1129,8,0,1,3
자치통감강목5,1141,8,0,1,3
자치통감강목5,1142,8,0,1,1
자치통감강목5,1153,8,0,2,4
자치통감강목5,1154,8,0,2,2
자치통감강목5,1155,8,0,4,7
자치통감강목5,1157,8,2,1,1
자치통감강목5,1158,8,0,1,1
자치통감강목5,1162,8,7,1,2
자치통감강목5,1163,8,0,1,1
자치통감강목5,1168,8,0,1,2
자치통감강목5,1169,8,0,1,4
자치통감강목5,1170,8,0,2,2
자치통감강목5,1171,8,0,2,2
자치통감강목5,1172,8,0,1,5
자치통감강목5,1180,8,0,2,3
자치통감강목5,1181,8,0,3,8
자치통감강목5,1182,8,0,1,3
자치통감강목5,1183,8,0,1,3
자치통감강목5,1184,8,0,2,2
자치통감강목5,1185,8,0,1,4
자치통감강목5,1202,8,0,1,3
자치통감강목5,1203,8,0,3,6
자치통감강목5,1204,8,0,3,6
자치통감강목5,1207,8,8,1,1
자치통감강목5,1208,8,0,2,5
자치통감강목5,1209,8,0,4,8
자치통감강목5,1210,8,8,2,3
자치통감강목5,1211,8,0,2,6
자치통감강목5,1214,8,0,3,9
자치통감강목5,1215,8,0,1,2
자치통감강목5,1216,8,8,1,2
자치통감강목5,1217,8,8,1,2
자치통감강목5,1218,8,0,1,5
자치통감강목5,1219,8,0,1,3
자치통감강목5,1220,8,0,2,3
자치통감강목5,1230,8,0,1,2
자치통감강목5,1232,8,0,1,1
자치통감강목5,1233,8,2,2,3
자치통감강목5,1236,8,0,1,1
자치통감강목5,1237,8,0,2,2
자치통감강목5,1238,8,0,1,1
자치통감강목5,1239,8,13,1,2
자치통감강목5,1240,8,0,1,3
자치통감강목5,1241,8,0,2,2
자치통감강목5,1242,8,0,2,6
자치통감강목5,1243,8,8,2,3
자치통감강목5,1244,8,15,1,3
자치통감강목5,1245,8,2,2,2
자치통감강목5,1246,8,3,2,3
자치통감강목5,1247,8,0,2,2
자치통감강목5,1266,8,0,1,2
자치통감강목5,1277,8,0,2,3
자치통감강목5,1278,8,0,1,4
자치통감강목5,1284,8,0,1,1
자치통감강목5,1291,8,0,2,6
자치통감강목5,1310,8,0,1,6
자치통감강목5,1312,8,0,1,2
자치통감강목5,1313,8,0,1,1
자치통감강목5,1317,8,0,3,3
자치통감강목5,1319,8,0,1,1
자치통감강목5,1322,8,0,2,2
자치통감강목5,1328,8,8,2,2
자치통감강목5,1357,8,0,1,4
자치통감강목5,1424,8,0,1,2
자치통감강목5,1430,8,0,2,4
자치통감강목5,1439,8,0,2,2
자치통감강목5,1445,8,13,2,3
자치통감강목5,1446,8,0,2,4
자치통감강목5,1489,8,0,1,2
자치통감강목5,1504,8,0,2,5
자치통감강목5,1639,8,0,3,6
자치통감강목5,1671,8,0,2,3
자치통감강목5,1672,8,0,1,2
자치통감강목5,1787,8,0,1,2
자치통감강목5,1788,8,0,3,3
자치통감강목5,1798,8,0,2,4
자치통감강목5,1806,8,0,2,3
자치통감강목5,1810,8,0,1,2
자치통감강목5,1812,8,0,2,3
자치통감강목5,1964,8,0,1,2
자치통감강목5,1974,8,0,1,3
자치통감강목5,1975,8,10,1,1
자치통감강목5,1977,8,0,3,6
자치통감강목5,1979,8,0,1,1
자치통감강목5,2104,8,0,1,1
자치통감강목5,2120,8,0,2,6
자치통감강목5,2137,8,0,1,6
자치통감강목5,2138,8,0,1,3
자치통감강목5,2139,8,0,3,7
자치통감강목5,2140,8,0,2,4
자치통감강목5,2145,8,0,2,4
자치통감강목5,2146,8,5,2,7
자치통감강목5,2153,8,3,2,3
자치통감강목5,2177,8,0,1,3
자치통감강목5,2184,8,0,1,3
자치통감강목5,2199,8,2,2,3
자치통감강목5,2331,8,0,2,6
자치통감강목5,2333,8,3,2,6
자치통감강목5,2388,8,0,2,4
자치통감강목5,2391,8,0,2,7
자치통감강목5,2392,8,0,3,9
자치통감강목5,2393,8,8,3,3
자치통감강목5,2402,8,0,1,3
자치통감강목5,2537,8,0,2,8
자치통감강목5,2599,8,0,2,9
자치통감강목5,2668,8,2,3,4
자치통감강목5,2669,8,0,3,6
자치통감강목5,2674,8,0,1,2
자치통감강목5,2691,8,0,2,3
자치통감강목5,2703,8,0,1,4
자치통감강목5,2749,8,0,2,8
자치통감강목5,2750,8,0,3,6
자치통감강목5,2751,8,0,1,2
자치통감강목5,2752,8,0,1,1
자치통감강목5,2756,8,0,2,7
자치통감강목5,2757,8,2,4,7
자치통감강목5,2765,8,0,3,5
자치통감강목5,2766,8,2,2,3
자치통감강목5,2767,8,2,1,2
자치통감강목5,2768,8,4,1,1
자치통감강목5,2769,8,0,2,4
자치통감강목5,2772,8,0,1,1
자치통감강목5,2831,8,0,2,4
자치통감강목5,2840,8,0,2,2
자치통감강목5,3067,8,0,1,3
자치통감강목5,3068,8,0,2,2
자치통감강목5,3138,8,0,1,5
자치통감강목5,3159,8,0,1,4
자치통감강목5,3160,8,2,3,4
자치통감강목5,3161,8,0,2,9
자치통감강목5,3162,8,0,2,6
자치통감강목5,3167,8,7,1,2
자치통감강목5,3181,8,0,2,2
자치통감강목5,3199,8,0,2,3
자치통감강목5,3200,8,0,1,1
자치통감강목5,3201,8,0,1,2
자치통감강목5,3202,8,3,2,4
자치통감강목5,3203,8,0,1,6
자치통감강목5,3248,8,0,1,3
자치통감강목5,3271,8,0,1,4
자치통감강목5,3413,8,0,1,2
자치통감강목5,3414,8,0,2,4
자치통감강목5,3415,8,5,1,2
자치통감강목5,3429,8,0,2,6
자치통감강목6,121,8,0,1,3
자치통감강목6,122,8,2,3,5
자치통감강목6,123,8,0,1,1
자치통감강목6,271,8,0,3,6
자치통감강목6,310,8,0,1,4
자치통감강목6,314,8,11,1,1
자치통감강목6,513,8,0,1,3
자치통감강목6,531,8,0,1,5
자치통감강목6,634,8,0,1,3
자치통감강목6,635,8,0,2,7
자치통감강목6,689,8,0,1,1
자치통감강목6,865,8,0,1,3
자치통감강목6,1166,8,0,1,5
자치통감강목6,1167,8,0,1,2
자치통감강목6,1170,8,0,2,4
자치통감강목6,1240,8,4,2,3
자치통감강목6,1262,8,2,2,3
자치통감강목6,1263,8,0,3,7
자치통감강목6,1265,8,0,1,2
자치통감강목6,1278,8,8,4,5
자치통감강목6,1284,8,0,2,3
자치통감강목6,1293,8,0,1,3
자치통감강목6,1294,8,0,1,4
자치통감강목6,1308,8,0,1,4
자치통감강목6,1309,8,0,2,4
자치통감강목6,1310,8,0,1,1
자치통감강목6,1311,8,0,2,2
자치통감강목6,1317,8,8,2,4
자치통감강목6,1319,8,0,3,5
자치통감강목6,1320,8,0,2,4
자치통감강목6,1321,8,0,3,5
자치통감강목6,1322,8,0,1,4
자치통감강목6,1378,8,0,1,1
자치통감강목6,1380,8,0,1,2
자치통감강목6,1496,8,5,4,5
자치통감강목6,1498,8,0,1,3
자치통감강목6,1605,8,0,1,3
자치통감강목6,1683,8,0,1,1
자치통감강목6,1710,8,0,1,1
자치통감강목6,1928,8,0,1,10
자치통감강목6,1929,8,0,1,2
자치통감강목6,1938,8,0,1,4
자치통감강목6,1939,8,3,2,4
자치통감강목6,1940,8,0,4,9
자치통감강목6,1970,8,0,2,5
자치통감강목6,1971,8,13,2,3
자치통감강목6,1980,8,2,1,1
자치통감강목6,1981,8,0,1,4
자치통감강목6,1993,8,0,1,1
자치통감강목6,2008,8,0,2,2
자치통감강목6,2123,8,0,1,4
자치통감강목6,2598,8,0,1,6
자치통감강목6,2599,8,0,1,7
자치통감강목6,2600,8,0,1,5
자치통감강목6,2757,8,0,2,5
자치통감강목6,2758,8,0,1,1
자치통감강목6,2760,8,0,1,3
자치통감강목6,2761,8,3,2,3
자치통감강목6,2770,8,0,1,3
자치통감강목6,2771,8,0,1,1
자치통감강목6,2772,8,0,1,6
자치통감강목6,2936,8,0,2,4
자치통감강목6,2937,8,0,3,6
자치통감강목6,2938,8,0,3,6
자치통감강목6,2944,8,4,1,1
자치통감강목6,2945,8,0,1,3
자치통감강목6,3018,8,0,3,7
자치통감강목6,3019,8,8,3,3
자치통감강목6,3020,8,8,1,3
자치통감강목6,3101,8,4,2,3
자치통감강목6,3102,8,0,1,2
자치통감강목6,3103,8,0,2,5
자치통감강목6,3104,8,0,2,5
자치통감강목6,3105,8,0,2,3
자치통감강목6,3106,8,0,2,6
자치통감강목6,3107,8,0,2,4
자치통감강목7,6,8,3,3,6
자치통감강목7,10,8,14,2,3
자치통감강목7,11,8,0,2,2
자치통감강목7,74,8,15,1,1
자치통감강목7,78,8,0,1,4
자치통감강목7,93,8,0,3,7
자치통감강목7,98,8,0,1,4
자치통감강목7,99,8,0,1,2
자치통감강목7,128,8,5,2,5
자치통감강목7,144,8,0,1,3
자치통감강목7,145,8,0,1,3
자치통감강목7,146,8,0,2,4
자치통감강목7,147,8,9,2,3
자치통감강목7,154,8,0,2,8
자치통감강목7,155,8,0,2,2
자치통감강목7,156,8,4,1,1
자치통감강목7,157,8,0,1,1
자치통감강목7,158,8,0,1,2
자치통감강목7,165,8,0,1,2
자치통감강목7,166,8,0,1,6
자치통감강목7,167,8,0,3,5
자치통감강목7,170,8,4,2,3
자치통감강목7,171,8,0,1,2
자치통감강목7,200,8,14,2,4
자치통감강목7,202,8,0,1,4
자치통감강목7,203,8,0,1,2
자치통감강목7,204,8,0,1,2
자치통감강목7,209,8,0,2,7
자치통감강목7,210,8,0,1,4
자치통감강목7,211,8,0,1,2
자치통감강목7,212,8,0,2,3
자치통감강목7,221,8,0,2,4
자치통감강목7,230,8,5,1,2
자치통감강목7,234,8,0,1,2
자치통감강목7,235,8,0,1,4
자치통감강목7,263,8,0,3,5
자치통감강목7,264,8,15,2,3
자치통감강목7,272,8,0,1,3
자치통감강목7,273,8,0,1,5
자치통감강목7,275,8,0,1,7
자치통감강목7,277,8,0,1,3
자치통감강목7,284,8,0,1,4
자치통감강목7,285,8,0,2,4
자치통감강목7,287,8,0,1,2
자치통감강목7,288,8,0,1,7
자치통감강목7,289,8,0,2,3
자치통감강목7,290,8,0,2,4
자치통감강목7,292,8,0,1,7
자치통감강목7,293,8,0,2,7
자치통감강목7,294,8,0,2,4
자치통감강목7,316,8,0,2,3
자치통감강목7,326,8,0,2,4
자치통감강목7,328,8,2,1,1
자치통감강목7,329,8,0,1,3
자치통감강목7,377,8,0,1,3
자치통감강목7,381,8,0,1,2
자치통감강목7,386,8,11,1,1
자치통감강목7,387,8,0,1,2
자치통감강목7,397,8,5,1,1
자치통감강목7,402,8,0,1,2
자치통감강목7,407,8,0,1,6
자치통감강목7,430,8,0,2,4
자치통감강목7,431,8,3,2,3
자치통감강목7,433,8,0,3,6
자치통감강목7,443,8,0,2,6
자치통감강목7,446,8,0,2,6
자치통감강목7,450,8,0,1,2
자치통감강목7,459,8,4,2,3
자치통감강목7,460,8,3,2,2
자치통감강목7,461,8,4,1,2
자치통감강목7,483,8,0,1,2
자치통감강목7,570,8,3,2,3
자치통감강목7,582,8,0,2,6
자치통감강목7,610,8,4,1,1
자치통감강목7,622,8,0,2,4
자치통감강목7,650,8,0,1,1
자치통감강목7,651,8,2,2,2
자치통감강목7,652,8,0,1,3
자치통감강목7,653,8,3,1,2
자치통감강목7,654,8,2,2,3
자치통감강목7,662,8,3,2,2
자치통감강목7,712,8,14,2,3
자치통감강목7,719,8,13,1,1
자치통감강목7,732,8,0,1,2
자치통감강목7,733,8,3,1,2
자치통감강목7,801,8,0,1,3
자치통감강목7,841,8,0,2,2
자치통감강목7,937,8,0,2,2
자치통감강목7,956,8,0,1,4
자치통감강목7,957,8,0,1,2
자치통감강목7,959,8,0,1,3
자치통감강목7,960,8,0,1,1
자치통감강목7,961,8,0,2,4
자치통감강목7,1103,8,0,1,2
자치통감강목7,1153,8,0,1,1
자치통감강목7,1154,8,2,2,3
자치통감강목7,1168,8,0,1,3
자치통감강목7,1169,8,0,2,3
자치통감강목7,1185,8,0,1,5
자치통감강목7,1186,8,0,1,2
자치통감강목7,1187,8,13,1,1
자치통감강목7,1220,8,0,2,3
자치통감강목7,1354,8,2,2,3
자치통감강목7,1356,8,0,1,1
자치통감강목7,1357,8,0,1,3
자치통감강목7,1358,8,0,1,1
자치통감강목7,1359,8,0,2,2
자치통감강목7,1360,8,0,1,1
자치통감강목7,1361,8,2,2,3
자치통감강목7,1366,8,0,1,2
자치통감강목7,1367,8,0,2,2
자치통감강목7,1368,8,0,1,1
자치통감강목7,1369,8,0,2,3
자치통감강목7,1370,8,0,1,1
자치통감강목7,1384,8,0,1,3
자치통감강목7,1385,8,0,1,3
자치통감강목7,1418,8,13,1,1
자치통감강목7,1432,8,0,2,3
자치통감강목7,1479,8,0,2,4
자치통감강목7,1480,8,0,1,2
자치통감강목7,1532,8,0,1,6
자치통감강목7,1533,8,9,2,3
자치통감강목7,1534,8,0,1,1
자치통감강목7,1639,8,0,1,3
자치통감강목7,1640,8,0,2,4
자치통감강목7,1643,8,0,2,2
자치통감강목7,1656,8,0,2,4
자치통감강목7,1661,8,0,1,4
자치통감강목7,1662,8,0,1,1
자치통감강목7,1663,8,0,2,5
자치통감강목7,1664,8,0,1,4
자치통감강목7,1716,8,0,1,5
자치통감강목7,1742,8,9,2,3
자치통감강목7,1785,8,0,2,2
자치통감강목7,1789,8,0,2,5
자치통감강목7,1792,8,0,1,1
자치통감강목7,1794,8,0,2,3
자치통감강목7,1795,8,0,1,5
자치통감강목7,1824,8,2,1,2
자치통감강목7,1837,8,2,2,2
자치통감강목7,1838,8,0,2,5
자치통감강목7,1880,8,0,4,6
자치통감강목7,1881,8,0,1,1
자치통감강목7,1882,8,0,1,3
자치통감강목7,1883,8,0,1,2
자치통감강목7,1891,8,0,2,5
자치통감강목7,1894,8,0,2,3
자치통감강목7,1895,8,0,1,5
자치통감강목7,1915,8,2,2,3
자치통감강목7,1916,8,0,1,2
자치통감강목7,1966,8,0,1,1
자치통감강목7,2009,8,0,2,6
자치통감강목7,2010,8,2,1,2
자치통감강목7,2012,8,0,2,6
자치통감강목7,2032,8,0,1,2
자치통감강목7,2033,8,0,3,3
자치통감강목7,2037,8,6,2,3
자치통감강목7,2038,8,2,2,3
자치통감강목7,2044,8,13,2,3
자치통감강목7,2045,8,0,1,1
자치통감강목7,2046,8,0,2,4
자치통감강목7,2062,8,0,1,2
자치통감강목7,2107,8,0,1,2
자치통감강목7,2110,8,0,1,1
자치통감강목7,2130,8,0,1,4
자치통감강목7,2184,8,0,1,4
자치통감강목7,2188,8,0,2,4
자치통감강목7,2193,8,0,2,5
자치통감강목7,2227,8,0,1,5
자치통감강목7,2261,8,0,1,3
자치통감강목7,2262,8,0,3,5
자치통감강목7,2263,8,4,1,2
자치통감강목7,2264,8,0,2,3
자치통감강목7,2265,8,0,1,2
자치통감강목7,2266,8,13,1,2
자치통감강목7,2342,8,2,3,5
자치통감강목7,2343,8,0,2,2
자치통감강목7,2344,8,0,1,2
자치통감강목7,2620,8,3,3,5
자치통감강목7,2668,8,3,2,3
자치통감강목7,2674,8,0,1,3
자치통감강목7,2675,8,0,3,4
주역전의(상),599,8,0,1,7
주역전의(상),1676,8,0,1,3
주역전의(상),1701,8,9,1,2
주역전의(상),1914,8,0,1,2
주역전의(상),1978,8,12,2,3
주역전의(상),2013,8,0,1,1
주역전의(상),2162,8,0,1,1
주역전의(상),2163,8,0,2,4
주역전의(상),2226,8,0,2,4
주역전의(상),2289,8,0,1,1
주역전의(상),2305,8,0,1,2
주역전의(상),2352,8,8,2,4
주역전의(상),2356,8,0,1,2
주역전의(상),2364,8,0,1,3
주역전의(상),2369,8,0,1,3
주역전의(상),2370,8,0,3,10
주역전의(상),2543,8,0,2,3
주역전의(상),2969,8,0,1,4
주역전의(상),3262,8,0,2,2
주역전의(상),3399,8,2,2,3
주역전의(상),3637,8,8,2,2
주역전의(상),3639,8,0,1,3
주역전의(상),5077,8,0,2,7
주역전의(상),5078,8,0,2,4
주역전의(상),5079,8,0,1,3
주역전의(상),5080,8,0,1,2
주역전의(상),5088,8,0,1,1
주역전의(상),5147,8,0,1,3
주역전의(상),5198,8,0,1,1
